DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
19830826 000000,,92.0,102.0,77.0,Egypt
19830826 000000,0.0,83.0,95.0,76.0,Senegal
19830826 000000,0.0,82.0,85.0,79.0,Senegal
19830826 000000,0.0,77.0,85.0,70.0,Tunisia
19830826 000000,0.39,81.0,90.0,76.0,Senegal
19830826 000000,,87.0,102.0,79.0,Senegal
19830826 000000,,89.0,100.0,79.0,Senegal
19830826 000000,0.0,81.0,94.0,68.0,Tunisia
19830826 000000,0.0,84.0,93.0,76.0,Senegal
19830826 000000,0.0,81.0,95.0,71.0,Tunisia
19830826 000000,0.0,,,,Angola
19830826 000000,0.0,81.0,90.0,74.0,Cameroon
19830826 000000,,88.0,98.0,78.0,Senegal
19830826 000000,2.6,69.0,81.0,63.0,Cameroon
19830826 000000,0.02,86.0,95.0,78.0,Senegal
19830827 000000,,87.0,98.0,,Senegal
19830827 000000,,80.0,88.0,,Egypt
19830827 000000,0.0,83.0,89.0,78.0,Tunisia
19830827 000000,0.0,83.0,97.0,72.0,Tunisia
19830827 000000,0.39,78.0,88.0,71.0,Senegal
19830827 000000,,83.0,,80.0,Senegal
19830827 000000,,85.0,94.0,76.0,Senegal
19830827 000000,,86.0,96.0,78.0,Senegal
19830827 000000,,89.0,95.0,,Senegal
19830827 000000,0.71,75.0,82.0,73.0,Cameroon
19830827 000000,,93.0,102.0,69.0,Egypt
19830827 000000,0.0,,,,Angola
19830827 000000,,80.0,,75.0,Egypt
19830827 000000,0.0,84.0,99.0,68.0,Tunisia
19830827 000000,,82.0,90.0,,Senegal
19830827 000000,,90.0,104.0,73.0,Egypt
19830827 000000,,85.0,,75.0,Egypt
19830827 000000,,77.0,89.0,70.0,Cameroon
19830827 000000,0.0,82.0,95.0,72.0,Tunisia
19830827 000000,,82.0,87.0,78.0,Senegal
19830827 000000,9.13,78.0,,69.0,Cameroon
19830827 000000,0.12,82.0,90.0,72.0,Senegal
19830827 000000,,90.0,99.0,80.0,Senegal
19830827 000000,0.0,,90.0,76.0,Senegal
19830827 000000,0.0,84.0,95.0,77.0,Senegal
19830827 000000,0.0,79.0,90.0,66.0,Tunisia
19830827 000000,0.0,68.0,82.0,64.0,Cameroon
19830827 000000,0.0,82.0,89.0,,Senegal
19830828 000000,,96.0,104.0,74.0,Egypt
19830828 000000,0.04,77.0,83.0,,Senegal
19830828 000000,0.0,85.0,101.0,71.0,Tunisia
19830828 000000,0.0,81.0,92.0,,Tunisia
19830828 000000,0.0,83.0,97.0,73.0,Tunisia
19830828 000000,,85.0,92.0,74.0,Senegal
19830828 000000,,87.0,96.0,81.0,Senegal
19830828 000000,0.0,83.0,108.0,70.0,Tunisia
19830828 000000,,83.0,88.0,80.0,Senegal
19830828 000000,,84.0,,80.0,Senegal
19830828 000000,,79.0,,70.0,Egypt
19830828 000000,0.0,,,,Angola
19830828 000000,0.55,83.0,90.0,72.0,Senegal
19830828 000000,,84.0,92.0,77.0,Senegal
19830828 000000,,90.0,100.0,79.0,Senegal
19830828 000000,,86.0,95.0,78.0,Senegal
19830828 000000,0.0,,92.0,75.0,Senegal
19830828 000000,,74.0,83.0,,Cameroon
19830828 000000,0.0,85.0,89.0,80.0,Tunisia
19830828 000000,,80.0,86.0,,Egypt
19830828 000000,0.0,77.0,83.0,,Senegal
19830828 000000,,89.0,,79.0,Senegal
19830828 000000,,89.0,96.0,82.0,Senegal
19830828 000000,1.57,67.0,72.0,64.0,Cameroon
19830828 000000,0.12,74.0,77.0,,Cameroon
19830829 000000,0.02,77.0,90.0,71.0,Senegal
19830829 000000,0.0,,,,Angola
19830829 000000,,89.0,98.0,,Senegal
19830829 000000,,77.0,85.0,,Senegal
19830829 000000,2.56,75.0,81.0,73.0,Cameroon
19830829 000000,0.0,80.0,89.0,,Tunisia
19830829 000000,0.0,86.0,104.0,75.0,Tunisia
19830829 000000,0.0,92.0,107.0,,Tunisia
19830829 000000,0.0,,91.0,77.0,Senegal
19830829 000000,,88.0,101.0,80.0,Senegal
19830829 000000,,83.0,90.0,80.0,Senegal
19830829 000000,,83.0,86.0,81.0,Senegal
19830829 000000,,86.0,,77.0,Egypt
19830829 000000,,82.0,93.0,78.0,Senegal
19830829 000000,,89.0,100.0,78.0,Senegal
19830829 000000,6.38,69.0,78.0,62.0,Cameroon
19830829 000000,0.0,81.0,89.0,74.0,Senegal
19830829 000000,,77.0,84.0,71.0,Cameroon
19830829 000000,,89.0,99.0,77.0,Egypt
19830829 000000,0.0,84.0,91.0,78.0,Tunisia
19830829 000000,,89.0,96.0,82.0,Senegal
19830829 000000,,87.0,99.0,80.0,Senegal
19830829 000000,0.0,84.0,95.0,75.0,Tunisia
19830829 000000,,79.0,84.0,76.0,Egypt
19830829 000000,0.16,77.0,83.0,73.0,Senegal
19830829 000000,,79.0,,74.0,Egypt
19830830 000000,0.63,79.0,90.0,73.0,Senegal
19830830 000000,0.0,85.0,,76.0,Tunisia
19830830 000000,0.0,89.0,113.0,76.0,Tunisia
19830830 000000,,93.0,107.0,78.0,Senegal
19830830 000000,,83.0,91.0,71.0,Cameroon
19830830 000000,0.0,95.0,109.0,77.0,Tunisia
19830830 000000,0.0,80.0,90.0,,Tunisia
19830830 000000,,79.0,,73.0,Egypt
19830830 000000,,86.0,99.0,77.0,Senegal
19830830 000000,0.08,79.0,84.0,,Senegal
19830830 000000,0.12,80.0,93.0,72.0,Senegal
19830830 000000,,81.0,92.0,71.0,Cameroon
19830830 000000,0.24,76.0,82.0,73.0,Cameroon
19830830 000000,0.0,72.0,,66.0,Cameroon
19830830 000000,0.0,86.0,101.0,77.0,Tunisia
19830830 000000,,91.0,107.0,77.0,Senegal
19830830 000000,0.0,,,,Angola
19830830 000000,0.0,,92.0,75.0,Senegal
19830830 000000,,82.0,86.0,78.0,Senegal
19830830 000000,,87.0,100.0,78.0,Senegal
19830830 000000,,84.0,,74.0,Egypt
19830830 000000,,91.0,102.0,80.0,Senegal
19830830 000000,,92.0,100.0,83.0,Senegal
19830830 000000,,83.0,104.0,78.0,Senegal
19830831 000000,0.0,84.0,88.0,81.0,Tunisia
19830831 000000,0.51,79.0,92.0,73.0,Senegal
19830831 000000,,80.0,86.0,73.0,Egypt
19830831 000000,0.12,86.0,96.0,78.0,Senegal
19830831 000000,0.0,86.0,102.0,74.0,Tunisia
19830831 000000,,85.0,91.0,74.0,Cameroon
19830831 000000,,91.0,108.0,,Senegal
19830831 000000,0.08,76.0,82.0,74.0,Cameroon
19830831 000000,,91.0,106.0,79.0,Senegal
19830831 000000,0.0,,,,Angola
19830831 000000,0.0,69.0,82.0,61.0,Cameroon
19830831 000000,0.24,82.0,95.0,76.0,Senegal
19830831 000000,1.07,,97.0,75.0,Senegal
19830831 000000,,89.0,102.0,80.0,Senegal
19830831 000000,,78.0,,68.0,Egypt
19830831 000000,0.47,80.0,93.0,73.0,Senegal
19830831 000000,,94.0,103.0,,Egypt
19830831 000000,,83.0,88.0,80.0,Senegal
19830831 000000,0.0,83.0,98.0,74.0,Tunisia
19830831 000000,0.0,79.0,87.0,,Tunisia
19830831 000000,0.0,84.0,97.0,77.0,Tunisia
19830831 000000,,85.0,98.0,69.0,Egypt
19830831 000000,,83.0,95.0,75.0,Cameroon
19830831 000000,,83.0,93.0,78.0,Senegal
19830831 000000,,89.0,102.0,80.0,Senegal
19830901 000000,0.0,83.0,97.0,72.0,Tunisia
19830901 000000,,80.0,94.0,73.0,Cameroon
19830901 000000,0.0,79.0,,68.0,Tunisia
19830901 000000,0.0,84.0,89.0,,Senegal
19830901 000000,0.0,,,,Angola
19830901 000000,,70.0,,,Cameroon
19830901 000000,,83.0,,,Cameroon
19830901 000000,,89.0,,77.0,Egypt
19830901 000000,0.08,83.0,99.0,75.0,Senegal
19830901 000000,8.23,78.0,90.0,70.0,Senegal
19830901 000000,0.83,75.0,,72.0,Cameroon
19830901 000000,,86.0,98.0,77.0,Senegal
19830901 000000,0.05,,91.0,70.0,Senegal
19830901 000000,,75.0,,68.0,Egypt
19830901 000000,0.04,88.0,99.0,76.0,Senegal
19830901 000000,,81.0,88.0,73.0,Senegal
19830901 000000,0.39,76.0,84.0,73.0,Senegal
19830901 000000,,79.0,,74.0,Egypt
19830901 000000,1.06,81.0,93.0,73.0,Senegal
19830901 000000,,82.0,103.0,68.0,Egypt
19830901 000000,0.0,80.0,91.0,69.0,Tunisia
19830901 000000,1.18,81.0,89.0,71.0,Senegal
19830901 000000,0.43,78.0,90.0,68.0,Senegal
19830901 000000,0.0,82.0,87.0,77.0,Tunisia
19830901 000000,0.0,85.0,100.0,72.0,Tunisia
19830902 000000,0.0,83.0,,80.0,Tunisia
19830902 000000,,98.0,108.0,,Senegal
19830902 000000,0.0,,91.0,77.0,Senegal
19830902 000000,,84.0,,77.0,Senegal
19830902 000000,0.0,84.0,90.0,75.0,Senegal
19830902 000000,,81.0,,,Cameroon
19830902 000000,,79.0,91.0,72.0,Egypt
19830902 000000,0.0,80.0,91.0,75.0,Tunisia
19830902 000000,0.0,81.0,91.0,,Tunisia
19830902 000000,0.51,75.0,,,Cameroon
19830902 000000,0.0,86.0,,75.0,Tunisia
19830902 000000,0.0,83.0,94.0,78.0,Tunisia
19830902 000000,,94.0,103.0,79.0,Egypt
19830902 000000,0.0,88.0,93.0,79.0,Senegal
19830902 000000,,83.0,92.0,68.0,Egypt
19830902 000000,,87.0,94.0,78.0,Senegal
19830902 000000,0.0,93.0,105.0,79.0,Senegal
19830902 000000,0.01,85.0,90.0,73.0,Senegal
19830902 000000,0.0,95.0,104.0,82.0,Senegal
19830902 000000,,79.0,91.0,72.0,Cameroon
19830902 000000,0.0,,,,Angola
19830902 000000,0.0,82.0,86.0,80.0,Senegal
19830902 000000,0.16,85.0,94.0,73.0,Senegal
19830903 000000,,91.0,99.0,83.0,Senegal
19830903 000000,0.0,83.0,93.0,71.0,Tunisia
19830903 000000,0.0,84.0,91.0,77.0,Senegal
19830903 000000,,92.0,105.0,78.0,Egypt
19830903 000000,,81.0,,,Senegal
19830903 000000,0.0,,89.0,75.0,Senegal
19830903 000000,,82.0,,79.0,Senegal
19830903 000000,,85.0,99.0,72.0,Egypt
19830903 000000,,78.0,83.0,74.0,Egypt
19830903 000000,0.0,81.0,92.0,72.0,Tunisia
19830903 000000,,87.0,93.0,77.0,Senegal
19830903 000000,,85.0,90.0,,Senegal
19830903 000000,,95.0,110.0,80.0,Senegal
19830903 000000,0.0,79.0,88.0,70.0,Tunisia
19830903 000000,,89.0,95.0,78.0,Senegal
19830903 000000,0.0,,,,Angola
19830903 000000,0.0,78.0,88.0,66.0,Tunisia
19830903 000000,,80.0,89.0,70.0,Egypt
19830903 000000,,87.0,94.0,78.0,Senegal
19830903 000000,,84.0,91.0,77.0,Senegal
19830903 000000,0.0,81.0,86.0,,Tunisia
19830903 000000,,96.0,108.0,79.0,Senegal
19830904 000000,0.0,,,,Angola
19830904 000000,,80.0,,72.0,Cameroon
19830904 000000,,83.0,88.0,78.0,Senegal
19830904 000000,,87.0,98.0,78.0,Senegal
19830904 000000,0.24,77.0,84.0,75.0,Cameroon
19830904 000000,,83.0,89.0,77.0,Senegal
19830904 000000,1.57,79.0,88.0,71.0,Senegal
19830904 000000,,81.0,87.0,,Senegal
19830904 000000,,89.0,99.0,80.0,Senegal
19830904 000000,,78.0,83.0,67.0,Egypt
19830904 000000,,71.0,83.0,62.0,Cameroon
19830904 000000,,85.0,,69.0,Egypt
19830904 000000,,83.0,,72.0,Cameroon
19830904 000000,,84.0,90.0,77.0,Senegal
19830904 000000,,94.0,111.0,,Egypt
19830904 000000,0.0,80.0,87.0,72.0,Tunisia
19830904 000000,,84.0,92.0,79.0,Senegal
19830904 000000,,79.0,86.0,,Egypt
19830904 000000,0.0,77.0,85.0,72.0,Tunisia
19830904 000000,,88.0,99.0,80.0,Senegal
19830904 000000,0.0,74.0,82.0,65.0,Tunisia
19830904 000000,,77.0,,,Senegal
19830904 000000,,95.0,106.0,79.0,Egypt
19830904 000000,0.0,80.0,91.0,71.0,Tunisia
19830904 000000,0.0,,88.0,76.0,Senegal
19830904 000000,0.0,82.0,93.0,67.0,Tunisia
19830905 000000,,92.0,103.0,81.0,Senegal
19830905 000000,,92.0,103.0,80.0,Senegal
19830905 000000,0.0,84.0,101.0,75.0,Senegal
19830905 000000,,82.0,89.0,78.0,Senegal
19830905 000000,1.46,80.0,91.0,70.0,Senegal
19830905 000000,,78.0,92.0,71.0,Senegal
19830905 000000,0.0,75.0,,,Cameroon
19830905 000000,,89.0,101.0,77.0,Senegal
19830905 000000,,79.0,,,Egypt
19830905 000000,,86.0,97.0,76.0,Senegal
19830905 000000,,82.0,,74.0,Cameroon
19830905 000000,,91.0,,70.0,Egypt
19830905 000000,,84.0,94.0,74.0,Cameroon
19830905 000000,0.0,76.0,85.0,69.0,Tunisia
19830905 000000,0.04,70.0,82.0,62.0,Cameroon
19830905 000000,,76.0,84.0,69.0,Egypt
19830905 000000,,92.0,,76.0,Egypt
19830905 000000,0.0,75.0,85.0,67.0,Tunisia
19830905 000000,0.0,77.0,90.0,67.0,Tunisia
19830905 000000,0.0,80.0,84.0,74.0,Tunisia
19830905 000000,,83.0,91.0,76.0,Senegal
19830905 000000,0.0,,,,Angola
19830905 000000,,86.0,94.0,77.0,Senegal
19830905 000000,0.0,77.0,89.0,69.0,Tunisia
19830905 000000,,96.0,108.0,78.0,Egypt
19830905 000000,0.0,,92.0,75.0,Senegal
19830906 000000,,80.0,91.0,,Cameroon
19830906 000000,,84.0,90.0,80.0,Senegal
19830906 000000,,79.0,86.0,71.0,Egypt
19830906 000000,,94.0,104.0,84.0,Senegal
19830906 000000,1.77,76.0,83.0,74.0,Cameroon
19830906 000000,0.0,78.0,89.0,63.0,Tunisia
19830906 000000,,82.0,,78.0,Senegal
19830906 000000,,80.0,88.0,73.0,Senegal
19830906 000000,,91.0,98.0,,Senegal
19830906 000000,,76.0,,63.0,Tunisia
19830906 000000,0.0,77.0,89.0,67.0,Tunisia
19830906 000000,,98.0,108.0,79.0,Egypt
19830906 000000,0.0,,,,Angola
19830906 000000,0.0,75.0,85.0,66.0,Tunisia
19830906 000000,0.0,,89.0,74.0,Senegal
19830906 000000,0.0,69.0,83.0,,Cameroon
19830906 000000,,83.0,91.0,76.0,Senegal
19830906 000000,,79.0,85.0,68.0,Egypt
19830906 000000,,95.0,103.0,,Senegal
19830906 000000,,89.0,99.0,80.0,Senegal
19830906 000000,0.0,78.0,83.0,73.0,Tunisia
19830906 000000,,89.0,95.0,,Senegal
19830906 000000,,81.0,91.0,72.0,Cameroon
19830906 000000,,86.0,96.0,,Senegal
19830906 000000,,97.0,,79.0,Egypt
19830907 000000,,94.0,104.0,80.0,Egypt
19830907 000000,0.08,71.0,83.0,60.0,Cameroon
19830907 000000,,80.0,88.0,72.0,Cameroon
19830907 000000,0.28,79.0,91.0,69.0,Cameroon
19830907 000000,0.0,77.0,92.0,64.0,Tunisia
19830907 000000,,80.0,90.0,72.0,Senegal
19830907 000000,0.0,74.0,89.0,61.0,Tunisia
19830907 000000,,88.0,98.0,79.0,Senegal
19830907 000000,,89.0,101.0,79.0,Senegal
19830907 000000,,76.0,,63.0,Tunisia
19830907 000000,0.0,78.0,92.0,,Tunisia
19830907 000000,0.0,76.0,,68.0,Tunisia
19830907 000000,,82.0,90.0,,Egypt
19830907 000000,,80.0,90.0,75.0,Senegal
19830907 000000,0.0,,,,Angola
19830907 000000,0.0,,93.0,75.0,Senegal
19830907 000000,,84.0,92.0,77.0,Senegal
19830907 000000,,86.0,96.0,78.0,Senegal
19830907 000000,,78.0,86.0,,Egypt
19830907 000000,,86.0,95.0,77.0,Senegal
19830907 000000,,88.0,97.0,78.0,Senegal
19830907 000000,0.28,77.0,83.0,74.0,Cameroon
19830907 000000,,83.0,89.0,80.0,Senegal
19830907 000000,,78.0,,70.0,Egypt
19830907 000000,,83.0,88.0,80.0,Senegal
19830907 000000,,92.0,101.0,83.0,Senegal
19830908 000000,,84.0,104.0,75.0,Senegal
19830908 000000,,82.0,91.0,,Senegal
19830908 000000,0.0,78.0,87.0,72.0,Cameroon
19830908 000000,,74.0,81.0,,Cameroon
19830908 000000,,89.0,101.0,79.0,Senegal
19830908 000000,0.0,75.0,87.0,,Tunisia
19830908 000000,,87.0,98.0,77.0,Senegal
19830908 000000,,90.0,101.0,,Senegal
19830908 000000,,83.0,,70.0,Egypt
19830908 000000,0.0,,,,Angola
19830908 000000,0.0,79.0,88.0,65.0,Tunisia
19830908 000000,,83.0,88.0,79.0,Senegal
19830908 000000,,89.0,99.0,78.0,Senegal
19830908 000000,0.47,81.0,91.0,75.0,Senegal
19830908 000000,,90.0,,,Egypt
19830908 000000,0.0,70.0,80.0,64.0,Cameroon
19830908 000000,0.0,76.0,84.0,74.0,Cameroon
19830908 000000,,89.0,99.0,,Egypt
19830908 000000,0.0,82.0,,66.0,Tunisia
19830908 000000,,83.0,93.0,73.0,Senegal
19830908 000000,0.0,80.0,96.0,63.0,Tunisia
19830908 000000,,83.0,90.0,,Senegal
19830908 000000,,89.0,,80.0,Senegal
19830908 000000,,76.0,,,Egypt
19830908 000000,0.0,,95.0,75.0,Senegal
19830908 000000,,77.0,85.0,,Egypt
19830909 000000,,81.0,87.0,,Cameroon
19830909 000000,0.12,81.0,91.0,73.0,Senegal
19830909 000000,,89.0,99.0,73.0,Egypt
19830909 000000,,85.0,95.0,74.0,Egypt
19830909 000000,0.0,,90.0,72.0,Senegal
19830909 000000,0.31,85.0,98.0,73.0,Senegal
19830909 000000,0.59,83.0,95.0,72.0,Senegal
19830909 000000,,80.0,,60.0,Egypt
19830909 000000,,68.0,80.0,63.0,Cameroon
19830909 000000,0.0,79.0,92.0,65.0,Tunisia
19830909 000000,0.04,84.0,96.0,71.0,Senegal
19830909 000000,0.0,,,,Angola
19830909 000000,0.0,80.0,94.0,63.0,Tunisia
19830909 000000,0.08,86.0,100.0,76.0,Senegal
19830909 000000,,88.0,97.0,80.0,Senegal
19830909 000000,0.2,78.0,85.0,73.0,Cameroon
19830909 000000,0.0,81.0,97.0,68.0,Tunisia
19830909 000000,0.43,82.0,93.0,72.0,Senegal
19830909 000000,,82.0,93.0,68.0,Egypt
19830909 000000,,79.0,90.0,70.0,Egypt
19830909 000000,0.08,82.0,91.0,72.0,Senegal
19830909 000000,0.16,78.0,,72.0,Senegal
19830909 000000,0.0,78.0,87.0,67.0,Tunisia
19830909 000000,,81.0,,73.0,Egypt
19830909 000000,,89.0,101.0,81.0,Senegal
19830909 000000,,83.0,87.0,78.0,Senegal
19830909 000000,,83.0,90.0,79.0,Senegal
19830909 000000,,79.0,91.0,71.0,Cameroon
19830910 000000,,93.0,103.0,,Senegal
19830910 000000,0.0,80.0,97.0,63.0,Tunisia
19830910 000000,,80.0,91.0,,Cameroon
19830910 000000,0.0,80.0,98.0,64.0,Tunisia
19830910 000000,,83.0,91.0,73.0,Cameroon
19830910 000000,0.0,81.0,,77.0,Senegal
19830910 000000,0.0,91.0,104.0,72.0,Tunisia
19830910 000000,0.0,82.0,95.0,73.0,Tunisia
19830910 000000,0.02,71.0,85.0,61.0,Cameroon
19830910 000000,0.0,84.0,95.0,76.0,Senegal
19830910 000000,,79.0,,73.0,Egypt
19830910 000000,0.0,86.0,97.0,77.0,Senegal
19830910 000000,0.0,81.0,86.0,,Tunisia
19830910 000000,0.0,89.0,,80.0,Senegal
19830910 000000,1.18,78.0,85.0,74.0,Cameroon
19830910 000000,,79.0,84.0,74.0,Egypt
19830910 000000,,82.0,86.0,,Senegal
19830910 000000,0.0,,,,Angola
19830910 000000,0.0,80.0,86.0,76.0,Senegal
19830910 000000,,84.0,90.0,78.0,Senegal
19830910 000000,0.0,,92.0,75.0,Senegal
19830911 000000,,90.0,97.0,,Senegal
19830911 000000,2.36,76.0,,74.0,Cameroon
19830911 000000,0.0,70.0,,63.0,Cameroon
19830911 000000,0.31,81.0,86.0,72.0,Senegal
19830911 000000,0.0,83.0,103.0,67.0,Tunisia
19830911 000000,0.0,82.0,94.0,68.0,Tunisia
19830911 000000,,83.0,87.0,80.0,Senegal
19830911 000000,0.0,90.0,103.0,69.0,Senegal
19830911 000000,0.0,,,,Angola
19830911 000000,0.59,82.0,91.0,71.0,Senegal
19830911 000000,0.02,88.0,99.0,80.0,Senegal
19830911 000000,,79.0,,,Senegal
19830911 000000,0.0,85.0,,69.0,Tunisia
19830911 000000,,81.0,,73.0,Cameroon
19830911 000000,,80.0,92.0,66.0,Egypt
19830911 000000,,95.0,105.0,73.0,Egypt
19830911 000000,,76.0,83.0,65.0,Egypt
19830911 000000,,82.0,88.0,,Senegal
19830911 000000,0.0,84.0,104.0,64.0,Tunisia
19830911 000000,,85.0,93.0,64.0,Egypt
19830911 000000,,78.0,86.0,73.0,Egypt
19830911 000000,,85.0,92.0,,Senegal
19830911 000000,1.23,,86.0,70.0,Senegal
19830911 000000,,84.0,99.0,71.0,Egypt
19830911 000000,1.73,77.0,89.0,73.0,Senegal
19830911 000000,,83.0,,66.0,Cameroon
19830911 000000,0.0,82.0,87.0,73.0,Tunisia
19830912 000000,,76.0,83.0,65.0,Egypt
19830912 000000,0.08,80.0,90.0,,Tunisia
19830912 000000,,89.0,101.0,79.0,Senegal
19830912 000000,2.76,84.0,92.0,72.0,Senegal
19830912 000000,0.71,80.0,89.0,69.0,Senegal
19830912 000000,0.2,79.0,90.0,,Senegal
19830912 000000,0.51,80.0,89.0,,Senegal
19830912 000000,,80.0,103.0,71.0,Cameroon
19830912 000000,0.01,77.0,83.0,,Tunisia
19830912 000000,,77.0,,69.0,Egypt
19830912 000000,0.0,84.0,94.0,75.0,Tunisia
19830912 000000,,92.0,106.0,75.0,Egypt
19830912 000000,0.0,,,,Angola
19830912 000000,0.0,86.0,97.0,76.0,Senegal
19830912 000000,0.0,83.0,87.0,80.0,Tunisia
19830912 000000,,85.0,,75.0,Egypt
19830912 000000,1.14,71.0,,63.0,Cameroon
19830912 000000,,79.0,84.0,72.0,Egypt
19830912 000000,0.0,78.0,88.0,,Tunisia
19830912 000000,0.63,78.0,87.0,69.0,Senegal
19830912 000000,0.51,77.0,85.0,74.0,Cameroon
19830912 000000,0.83,79.0,83.0,,Senegal
19830912 000000,0.47,80.0,87.0,,Senegal
19830912 000000,0.41,,84.0,74.0,Senegal
19830912 000000,1.97,76.0,92.0,70.0,Cameroon
19830912 000000,0.0,80.0,85.0,,Senegal
19830913 000000,,90.0,104.0,75.0,Egypt
19830913 000000,,80.0,91.0,65.0,Egypt
19830913 000000,,84.0,95.0,76.0,Senegal
19830913 000000,0.0,78.0,89.0,69.0,Cameroon
19830913 000000,0.0,82.0,91.0,76.0,Senegal
19830913 000000,0.0,82.0,90.0,74.0,Senegal
19830913 000000,0.04,86.0,96.0,78.0,Senegal
19830913 000000,0.08,81.0,86.0,77.0,Senegal
19830913 000000,,77.0,83.0,67.0,Egypt
19830913 000000,0.0,77.0,87.0,65.0,Tunisia
19830913 000000,0.31,81.0,93.0,73.0,Senegal
19830913 000000,0.0,,,,Angola
19830913 000000,0.0,,88.0,74.0,Senegal
19830913 000000,0.2,76.0,,74.0,Cameroon
19830913 000000,,83.0,89.0,78.0,Senegal
19830913 000000,,90.0,106.0,77.0,Senegal
19830913 000000,0.28,84.0,92.0,76.0,Senegal
19830913 000000,,78.0,,,Egypt
19830913 000000,0.08,82.0,93.0,74.0,Senegal
19830913 000000,,93.0,105.0,,Senegal
19830913 000000,0.0,79.0,83.0,75.0,Tunisia
19830913 000000,0.2,66.0,80.0,63.0,Cameroon
19830913 000000,0.0,73.0,82.0,67.0,Tunisia
19830913 000000,0.0,74.0,87.0,62.0,Tunisia
19830913 000000,,89.0,99.0,73.0,Egypt
19830913 000000,0.28,86.0,94.0,75.0,Senegal
19830913 000000,0.0,75.0,86.0,67.0,Tunisia
19830914 000000,,86.0,101.0,69.0,Egypt
19830914 000000,0.0,87.0,93.0,78.0,Senegal
19830914 000000,0.0,73.0,81.0,64.0,Tunisia
19830914 000000,0.0,92.0,97.0,,Senegal
19830914 000000,0.01,80.0,,77.0,Senegal
19830914 000000,,79.0,,,Egypt
19830914 000000,,87.0,97.0,71.0,Egypt
19830914 000000,0.0,78.0,91.0,64.0,Tunisia
19830914 000000,,84.0,92.0,73.0,Senegal
19830914 000000,,82.0,,54.0,Egypt
19830914 000000,0.0,,90.0,76.0,Senegal
19830914 000000,0.0,,,,Angola
19830914 000000,0.0,85.0,96.0,77.0,Senegal
19830914 000000,0.63,76.0,,,Cameroon
19830914 000000,,85.0,90.0,81.0,Senegal
19830914 000000,0.16,71.0,,64.0,Cameroon
19830914 000000,,90.0,99.0,,Senegal
19830914 000000,0.0,85.0,92.0,,Senegal
19830914 000000,0.0,87.0,93.0,,Senegal
19830914 000000,0.0,76.0,89.0,,Tunisia
19830914 000000,0.0,83.0,87.0,80.0,Senegal
19830914 000000,,85.0,,78.0,Senegal
19830914 000000,0.0,78.0,83.0,76.0,Tunisia
19830914 000000,0.0,76.0,93.0,60.0,Tunisia
19830914 000000,,79.0,,63.0,Cameroon
19830914 000000,,94.0,103.0,84.0,Senegal
19830914 000000,,78.0,,,Cameroon
19830914 000000,,79.0,,73.0,Egypt
19830915 000000,,74.0,78.0,60.0,Cameroon
19830915 000000,,83.0,,,Senegal
19830915 000000,,91.0,103.0,82.0,Senegal
19830915 000000,0.0,78.0,89.0,,Tunisia
19830915 000000,0.0,82.0,97.0,,Tunisia
19830915 000000,0.0,,92.0,76.0,Senegal
19830915 000000,0.0,81.0,95.0,66.0,Tunisia
19830915 000000,,85.0,90.0,,Senegal
19830915 000000,,90.0,,,Senegal
19830915 000000,0.0,,,,Angola
19830915 000000,,89.0,97.0,82.0,Senegal
19830915 000000,,85.0,93.0,79.0,Senegal
19830915 000000,1.26,77.0,85.0,,Senegal
19830915 000000,,84.0,93.0,78.0,Senegal
19830915 000000,,78.0,86.0,,Egypt
19830915 000000,0.0,79.0,84.0,,Tunisia
19830915 000000,1.1,72.0,79.0,68.0,Cameroon
19830915 000000,11.18,68.0,86.0,62.0,Cameroon
19830915 000000,,90.0,101.0,70.0,Egypt
19830915 000000,,79.0,85.0,,Egypt
19830915 000000,0.08,77.0,82.0,73.0,Cameroon
19830915 000000,,81.0,90.0,,Senegal
19830915 000000,0.0,81.0,99.0,,Tunisia
19830916 000000,0.0,83.0,110.0,64.0,Tunisia
19830916 000000,,82.0,85.0,80.0,Senegal
19830916 000000,0.67,81.0,90.0,73.0,Senegal
19830916 000000,0.08,83.0,93.0,72.0,Senegal
19830916 000000,0.16,76.0,82.0,74.0,Cameroon
19830916 000000,,83.0,90.0,80.0,Senegal
19830916 000000,0.0,,,,Angola
19830916 000000,0.12,70.0,,61.0,Cameroon
19830916 000000,0.0,83.0,100.0,72.0,Tunisia
19830916 000000,0.0,84.0,101.0,67.0,Tunisia
19830916 000000,,94.0,105.0,79.0,Senegal
19830916 000000,0.0,,88.0,77.0,Senegal
19830916 000000,0.0,85.0,99.0,67.0,Tunisia
19830916 000000,,84.0,95.0,78.0,Senegal
19830916 000000,,89.0,101.0,78.0,Senegal
19830916 000000,0.0,80.0,,70.0,Cameroon
19830916 000000,,89.0,100.0,73.0,Egypt
19830916 000000,,78.0,,69.0,Egypt
19830916 000000,,79.0,82.0,,Senegal
19830916 000000,,86.0,95.0,76.0,Senegal
19830916 000000,,92.0,103.0,,Senegal
19830916 000000,,89.0,99.0,81.0,Senegal
19830916 000000,0.0,81.0,,67.0,Tunisia
19830916 000000,,80.0,85.0,75.0,Egypt
19830916 000000,,80.0,89.0,71.0,Cameroon
19830917 000000,0.0,82.0,91.0,73.0,Senegal
19830917 000000,,82.0,90.0,71.0,Cameroon
