DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
19830917 000000,,91.0,100.0,74.0,Egypt
19830917 000000,0.55,75.0,79.0,74.0,Cameroon
19830917 000000,,79.0,87.0,,Egypt
19830917 000000,,77.0,82.0,,Egypt
19830917 000000,,87.0,94.0,,Senegal
19830917 000000,,87.0,97.0,76.0,Senegal
19830917 000000,,81.0,89.0,68.0,Egypt
19830917 000000,0.0,94.0,107.0,76.0,Tunisia
19830917 000000,0.12,67.0,,60.0,Cameroon
19830917 000000,0.0,,87.0,75.0,Senegal
19830917 000000,0.83,83.0,93.0,72.0,Senegal
19830917 000000,,80.0,,72.0,Cameroon
19830917 000000,0.0,88.0,108.0,74.0,Tunisia
19830917 000000,0.16,83.0,91.0,73.0,Senegal
19830917 000000,,92.0,98.0,79.0,Senegal
19830917 000000,0.0,91.0,103.0,79.0,Tunisia
19830917 000000,0.0,78.0,91.0,70.0,Tunisia
19830917 000000,0.0,,,,Angola
19830917 000000,0.0,77.0,94.0,69.0,Tunisia
19830917 000000,,81.0,84.0,78.0,Senegal
19830917 000000,,83.0,89.0,,Senegal
19830918 000000,0.0,,95.0,74.0,Senegal
19830918 000000,0.0,77.0,86.0,70.0,Tunisia
19830918 000000,,84.0,95.0,77.0,Senegal
19830918 000000,0.94,78.0,,68.0,Cameroon
19830918 000000,,82.0,,77.0,Senegal
19830918 000000,,84.0,97.0,73.0,Senegal
19830918 000000,,85.0,96.0,78.0,Senegal
19830918 000000,,82.0,91.0,75.0,Senegal
19830918 000000,,77.0,85.0,,Egypt
19830918 000000,0.0,87.0,96.0,76.0,Senegal
19830918 000000,0.04,76.0,83.0,72.0,Cameroon
19830918 000000,,85.0,,63.0,Egypt
19830918 000000,,81.0,,77.0,Senegal
19830918 000000,0.0,91.0,104.0,80.0,Senegal
19830918 000000,0.0,72.0,80.0,,Tunisia
19830918 000000,0.0,73.0,81.0,67.0,Tunisia
19830918 000000,,91.0,101.0,79.0,Senegal
19830918 000000,,78.0,84.0,,Egypt
19830918 000000,0.0,75.0,85.0,,Tunisia
19830918 000000,0.0,79.0,,74.0,Tunisia
19830918 000000,0.08,68.0,,,Cameroon
19830918 000000,,89.0,98.0,68.0,Egypt
19830918 000000,1.18,80.0,,71.0,Cameroon
19830918 000000,,82.0,,77.0,Senegal
19830918 000000,0.0,79.0,,,Senegal
19830918 000000,,83.0,,69.0,Egypt
19830918 000000,0.0,,,,Angola
19830918 000000,0.0,79.0,92.0,75.0,Senegal
19830919 000000,,80.0,86.0,,Senegal
19830919 000000,,76.0,83.0,67.0,Egypt
19830919 000000,0.0,76.0,,73.0,Cameroon
19830919 000000,0.0,71.0,83.0,59.0,Tunisia
19830919 000000,,82.0,87.0,,Senegal
19830919 000000,1.1,79.0,91.0,,Senegal
19830919 000000,,76.0,90.0,,Egypt
19830919 000000,,90.0,,,Senegal
19830919 000000,0.0,72.0,82.0,60.0,Tunisia
19830919 000000,,86.0,101.0,79.0,Senegal
19830919 000000,0.0,81.0,,74.0,Cameroon
19830919 000000,0.0,,93.0,77.0,Senegal
19830919 000000,0.0,73.0,84.0,62.0,Tunisia
19830919 000000,,88.0,,62.0,Egypt
19830919 000000,0.01,71.0,,,Cameroon
19830919 000000,,97.0,109.0,84.0,Senegal
19830919 000000,0.0,75.0,80.0,,Tunisia
19830919 000000,,97.0,108.0,83.0,Senegal
19830919 000000,,90.0,100.0,79.0,Senegal
19830919 000000,,87.0,98.0,65.0,Egypt
19830919 000000,0.0,96.0,104.0,,Senegal
19830919 000000,,79.0,,64.0,Egypt
19830919 000000,0.0,,,,Angola
19830919 000000,,85.0,93.0,81.0,Senegal
19830919 000000,0.0,72.0,84.0,62.0,Tunisia
19830919 000000,,82.0,94.0,75.0,Senegal
19830919 000000,,86.0,99.0,71.0,Egypt
19830920 000000,,85.0,95.0,77.0,Senegal
19830920 000000,0.0,75.0,86.0,59.0,Tunisia
19830920 000000,0.0,75.0,88.0,62.0,Tunisia
19830920 000000,0.0,,97.0,76.0,Senegal
19830920 000000,,83.0,,80.0,Senegal
19830920 000000,,85.0,,,Egypt
19830920 000000,0.0,,,,Angola
19830920 000000,1.1,80.0,90.0,72.0,Senegal
19830920 000000,0.31,80.0,92.0,73.0,Senegal
19830920 000000,,85.0,92.0,81.0,Senegal
19830920 000000,0.0,76.0,82.0,67.0,Tunisia
19830920 000000,,91.0,100.0,72.0,Egypt
19830920 000000,,87.0,94.0,82.0,Senegal
19830920 000000,0.0,74.0,85.0,,Tunisia
19830920 000000,0.0,73.0,85.0,61.0,Tunisia
19830920 000000,,94.0,106.0,84.0,Senegal
19830920 000000,,87.0,,,Senegal
19830920 000000,,81.0,,72.0,Senegal
19830920 000000,,78.0,85.0,72.0,Egypt
19830920 000000,,93.0,104.0,81.0,Senegal
19830920 000000,,87.0,97.0,74.0,Senegal
19830920 000000,,77.0,82.0,,Egypt
19830921 000000,0.0,86.0,92.0,,Senegal
19830921 000000,0.0,76.0,84.0,66.0,Tunisia
19830921 000000,,77.0,83.0,65.0,Egypt
19830921 000000,,74.0,89.0,64.0,Egypt
19830921 000000,0.13,,95.0,75.0,Senegal
19830921 000000,,85.0,93.0,81.0,Senegal
19830921 000000,0.0,83.0,92.0,76.0,Senegal
19830921 000000,,89.0,101.0,,Senegal
19830921 000000,,83.0,,,Senegal
19830921 000000,0.0,,,,Angola
19830921 000000,,78.0,84.0,72.0,Egypt
19830921 000000,,85.0,95.0,73.0,Egypt
19830921 000000,,87.0,99.0,75.0,Egypt
19830921 000000,0.0,92.0,102.0,80.0,Senegal
19830921 000000,,83.0,89.0,,Senegal
19830921 000000,,88.0,,,Senegal
19830921 000000,,93.0,103.0,84.0,Senegal
19830921 000000,0.0,77.0,88.0,65.0,Tunisia
19830921 000000,,89.0,103.0,82.0,Senegal
19830921 000000,0.0,76.0,89.0,62.0,Tunisia
19830921 000000,,89.0,101.0,79.0,Senegal
19830921 000000,,77.0,88.0,62.0,Egypt
19830921 000000,0.0,76.0,88.0,65.0,Tunisia
19830921 000000,0.0,74.0,84.0,,Tunisia
19830922 000000,0.55,84.0,96.0,72.0,Senegal
19830922 000000,,83.0,93.0,76.0,Senegal
19830922 000000,0.51,88.0,,,Senegal
19830922 000000,,81.0,92.0,65.0,Egypt
19830922 000000,0.0,79.0,90.0,62.0,Tunisia
19830922 000000,,83.0,96.0,75.0,Senegal
19830922 000000,,87.0,101.0,72.0,Egypt
19830922 000000,,87.0,,76.0,Senegal
19830922 000000,0.08,84.0,94.0,71.0,Senegal
19830922 000000,,77.0,84.0,63.0,Egypt
19830922 000000,0.0,75.0,,61.0,Tunisia
19830922 000000,,83.0,90.0,,Senegal
19830922 000000,0.0,78.0,83.0,,Tunisia
19830922 000000,,88.0,105.0,78.0,Senegal
19830922 000000,0.07,,89.0,72.0,Senegal
19830922 000000,,82.0,,,Senegal
19830922 000000,0.0,79.0,92.0,58.0,Tunisia
19830922 000000,0.0,80.0,90.0,65.0,Tunisia
19830922 000000,0.01,78.0,89.0,,Senegal
19830922 000000,0.08,89.0,99.0,76.0,Senegal
19830922 000000,0.0,,,,Angola
19830923 000000,0.0,74.0,87.0,62.0,Tunisia
19830923 000000,,83.0,93.0,72.0,Senegal
19830923 000000,0.0,87.0,94.0,,Senegal
19830923 000000,0.0,90.0,95.0,79.0,Senegal
19830923 000000,,90.0,99.0,76.0,Senegal
19830923 000000,,76.0,84.0,64.0,Egypt
19830923 000000,0.0,,93.0,74.0,Senegal
19830923 000000,0.02,88.0,95.0,77.0,Senegal
19830923 000000,,85.0,94.0,68.0,Egypt
19830923 000000,0.0,82.0,88.0,79.0,Senegal
19830923 000000,,93.0,101.0,80.0,Senegal
19830923 000000,0.51,80.0,,,Senegal
19830923 000000,0.16,87.0,95.0,73.0,Senegal
19830923 000000,0.0,76.0,90.0,61.0,Tunisia
19830923 000000,,88.0,99.0,71.0,Egypt
19830923 000000,,77.0,83.0,67.0,Egypt
19830923 000000,0.0,77.0,92.0,62.0,Tunisia
19830923 000000,,83.0,92.0,70.0,Senegal
19830923 000000,,83.0,96.0,,Egypt
19830923 000000,0.0,76.0,83.0,62.0,Tunisia
19830923 000000,0.0,,,,Angola
19830923 000000,0.0,76.0,93.0,58.0,Tunisia
19830923 000000,,77.0,89.0,,Egypt
19830923 000000,,84.0,,79.0,Senegal
19830924 000000,0.0,76.0,95.0,59.0,Tunisia
19830924 000000,,82.0,,,Senegal
19830924 000000,,85.0,95.0,75.0,Senegal
19830924 000000,0.0,76.0,89.0,63.0,Tunisia
19830924 000000,,79.0,,71.0,Egypt
19830924 000000,,93.0,102.0,82.0,Senegal
19830924 000000,,92.0,103.0,78.0,Senegal
19830924 000000,0.35,80.0,,72.0,Senegal
19830924 000000,,84.0,,74.0,Senegal
19830924 000000,,71.0,80.0,,Cameroon
19830924 000000,,75.0,,67.0,Egypt
19830924 000000,0.0,77.0,88.0,62.0,Tunisia
19830924 000000,,87.0,95.0,73.0,Egypt
19830924 000000,,81.0,,69.0,Egypt
19830924 000000,0.0,75.0,82.0,65.0,Tunisia
19830924 000000,,83.0,,,Senegal
19830924 000000,,83.0,90.0,,Cameroon
19830924 000000,,86.0,92.0,,Cameroon
19830924 000000,0.0,,94.0,75.0,Senegal
19830924 000000,,84.0,91.0,79.0,Senegal
19830924 000000,0.0,89.0,100.0,77.0,Senegal
19830924 000000,0.0,86.0,96.0,,Senegal
19830924 000000,,78.0,84.0,72.0,Egypt
19830924 000000,,91.0,106.0,79.0,Senegal
19830924 000000,0.0,,,,Angola
19830924 000000,,87.0,97.0,79.0,Senegal
19830924 000000,0.0,77.0,,62.0,Tunisia
19830925 000000,,86.0,97.0,80.0,Senegal
19830925 000000,0.04,95.0,107.0,84.0,Senegal
19830925 000000,,83.0,90.0,,Egypt
19830925 000000,,89.0,106.0,78.0,Senegal
19830925 000000,,85.0,94.0,72.0,Egypt
19830925 000000,,76.0,79.0,,Egypt
19830925 000000,,85.0,102.0,,Senegal
19830925 000000,0.0,76.0,90.0,62.0,Tunisia
19830925 000000,0.0,75.0,85.0,63.0,Tunisia
19830925 000000,,77.0,,,Egypt
19830925 000000,0.59,69.0,83.0,60.0,Cameroon
19830925 000000,,94.0,,,Senegal
19830925 000000,0.31,91.0,104.0,74.0,Senegal
19830925 000000,,83.0,94.0,72.0,Senegal
19830925 000000,0.15,,100.0,72.0,Senegal
19830925 000000,,76.0,87.0,,Egypt
19830925 000000,0.08,82.0,92.0,73.0,Senegal
19830925 000000,,85.0,100.0,75.0,Senegal
19830925 000000,0.0,73.0,87.0,60.0,Tunisia
19830925 000000,0.0,77.0,93.0,62.0,Tunisia
19830925 000000,0.0,,,,Angola
19830925 000000,,82.0,89.0,,Senegal
19830925 000000,,83.0,,71.0,Cameroon
19830925 000000,0.0,75.0,89.0,61.0,Tunisia
19830925 000000,0.08,76.0,84.0,73.0,Cameroon
19830925 000000,,93.0,106.0,81.0,Senegal
19830926 000000,0.08,84.0,90.0,77.0,Senegal
19830926 000000,0.0,98.0,111.0,84.0,Senegal
19830926 000000,0.39,84.0,95.0,72.0,Senegal
19830926 000000,,89.0,100.0,81.0,Senegal
19830926 000000,,85.0,,78.0,Senegal
19830926 000000,,85.0,,71.0,Egypt
19830926 000000,0.0,79.0,87.0,,Tunisia
19830926 000000,,72.0,79.0,,Egypt
19830926 000000,0.08,85.0,91.0,81.0,Senegal
19830926 000000,0.0,73.0,84.0,62.0,Tunisia
19830926 000000,,77.0,88.0,73.0,Cameroon
19830926 000000,0.0,,,,Angola
19830926 000000,,80.0,95.0,72.0,Cameroon
19830926 000000,0.08,80.0,91.0,75.0,Senegal
19830926 000000,0.04,74.0,81.0,68.0,Egypt
19830926 000000,,94.0,106.0,82.0,Senegal
19830926 000000,,73.0,84.0,,Tunisia
19830926 000000,0.75,76.0,83.0,72.0,Cameroon
19830926 000000,0.0,75.0,83.0,64.0,Tunisia
19830926 000000,0.51,67.0,83.0,61.0,Cameroon
19830926 000000,0.0,,96.0,74.0,Senegal
19830926 000000,0.0,84.0,,79.0,Senegal
19830926 000000,0.0,94.0,103.0,84.0,Senegal
19830926 000000,0.0,76.0,89.0,65.0,Tunisia
19830926 000000,,72.0,87.0,63.0,Egypt
19830926 000000,,84.0,96.0,76.0,Senegal
19830927 000000,,87.0,96.0,80.0,Senegal
19830927 000000,0.0,69.0,79.0,59.0,Tunisia
19830927 000000,0.0,85.0,90.0,,Senegal
19830927 000000,,91.0,101.0,83.0,Senegal
19830927 000000,0.24,69.0,83.0,62.0,Cameroon
19830927 000000,,72.0,80.0,63.0,Egypt
19830927 000000,,82.0,97.0,72.0,Egypt
19830927 000000,0.0,84.0,89.0,79.0,Senegal
19830927 000000,0.12,64.0,71.0,56.0,Tunisia
19830927 000000,,93.0,,83.0,Senegal
19830927 000000,0.0,72.0,76.0,66.0,Tunisia
19830927 000000,0.0,75.0,,62.0,Egypt
19830927 000000,0.04,67.0,77.0,58.0,Tunisia
19830927 000000,0.02,83.0,91.0,,Senegal
19830927 000000,0.16,63.0,68.0,,Tunisia
19830927 000000,0.0,84.0,92.0,76.0,Senegal
19830927 000000,,87.0,96.0,80.0,Senegal
19830927 000000,,85.0,95.0,77.0,Senegal
19830927 000000,0.0,77.0,86.0,,Cameroon
19830927 000000,0.0,,92.0,78.0,Senegal
19830927 000000,0.0,85.0,,,Senegal
19830927 000000,,83.0,96.0,71.0,Cameroon
19830927 000000,,84.0,90.0,72.0,Cameroon
19830927 000000,,83.0,93.0,75.0,Senegal
19830927 000000,0.0,,,,Angola
19830928 000000,,84.0,,,Senegal
19830928 000000,,84.0,92.0,76.0,Cameroon
19830928 000000,1.02,65.0,72.0,59.0,Tunisia
19830928 000000,,86.0,98.0,72.0,Cameroon
19830928 000000,,80.0,,71.0,Senegal
19830928 000000,0.0,85.0,91.0,80.0,Senegal
19830928 000000,,85.0,101.0,69.0,Egypt
19830928 000000,0.01,77.0,85.0,74.0,Cameroon
19830928 000000,,85.0,95.0,79.0,Senegal
19830928 000000,0.2,72.0,85.0,61.0,Tunisia
19830928 000000,,78.0,88.0,,Senegal
19830928 000000,,81.0,86.0,61.0,Egypt
19830928 000000,0.0,,96.0,77.0,Senegal
19830928 000000,,89.0,99.0,74.0,Senegal
19830928 000000,,76.0,84.0,,Egypt
19830928 000000,0.87,67.0,74.0,,Tunisia
19830928 000000,,83.0,92.0,76.0,Senegal
19830928 000000,,86.0,93.0,,Senegal
19830928 000000,0.04,79.0,87.0,71.0,Senegal
19830928 000000,0.0,70.0,86.0,63.0,Cameroon
19830928 000000,0.0,70.0,82.0,56.0,Tunisia
19830928 000000,0.0,72.0,80.0,61.0,Tunisia
19830928 000000,,87.0,98.0,,Senegal
19830928 000000,,74.0,81.0,64.0,Egypt
19830928 000000,0.0,,,,Angola
19830929 000000,,74.0,,,Egypt
19830929 000000,0.0,65.0,78.0,61.0,Cameroon
19830929 000000,2.13,85.0,92.0,75.0,Senegal
19830929 000000,0.0,,,,Angola
19830929 000000,2.28,77.0,89.0,71.0,Senegal
19830929 000000,0.02,83.0,98.0,75.0,Senegal
19830929 000000,0.0,81.0,,74.0,Senegal
19830929 000000,,89.0,96.0,77.0,Senegal
19830929 000000,0.06,,91.0,74.0,Senegal
19830929 000000,0.0,75.0,81.0,66.0,Tunisia
19830929 000000,,72.0,81.0,63.0,Egypt
19830929 000000,0.16,76.0,84.0,71.0,Cameroon
19830929 000000,0.0,81.0,90.0,74.0,Senegal
19830929 000000,,84.0,100.0,71.0,Egypt
19830929 000000,0.08,86.0,97.0,72.0,Senegal
19830929 000000,0.0,72.0,87.0,60.0,Tunisia
19830929 000000,,76.0,83.0,71.0,Egypt
19830929 000000,0.0,71.0,84.0,59.0,Tunisia
19830929 000000,,78.0,93.0,,Cameroon
19830929 000000,,79.0,,68.0,Egypt
19830929 000000,,85.0,94.0,78.0,Senegal
19830929 000000,,82.0,89.0,78.0,Senegal
19830929 000000,0.0,73.0,88.0,59.0,Tunisia
19830929 000000,0.0,70.0,81.0,,Tunisia
19830929 000000,0.08,85.0,97.0,76.0,Senegal
19830929 000000,0.31,80.0,,74.0,Senegal
19830929 000000,0.83,84.0,94.0,72.0,Senegal
19830930 000000,,79.0,92.0,63.0,Egypt
19830930 000000,0.04,88.0,100.0,78.0,Senegal
19830930 000000,,79.0,,66.0,Cameroon
19830930 000000,0.01,84.0,93.0,,Senegal
19830930 000000,0.55,70.0,,60.0,Cameroon
19830930 000000,0.0,72.0,84.0,,Tunisia
19830930 000000,0.0,83.0,89.0,76.0,Senegal
19830930 000000,,74.0,83.0,68.0,Egypt
19830930 000000,0.0,85.0,97.0,75.0,Senegal
19830930 000000,0.0,,,,Angola
19830930 000000,,74.0,87.0,,Egypt
19830930 000000,,74.0,,,Tunisia
19830930 000000,0.0,85.0,100.0,73.0,Senegal
19830930 000000,1.65,75.0,,,Cameroon
19830930 000000,0.0,76.0,86.0,63.0,Tunisia
19830930 000000,0.0,90.0,101.0,79.0,Senegal
19830930 000000,0.0,89.0,96.0,,Senegal
19830930 000000,0.28,83.0,95.0,76.0,Senegal
19830930 000000,,81.0,,72.0,Cameroon
19830930 000000,,84.0,99.0,69.0,Egypt
19830930 000000,0.0,,96.0,75.0,Senegal
19830930 000000,,87.0,,73.0,Senegal
19830930 000000,0.0,70.0,82.0,57.0,Tunisia
19830930 000000,0.08,87.0,99.0,77.0,Senegal
19830930 000000,,77.0,,59.0,Tunisia
19830930 000000,,71.0,80.0,63.0,Egypt
19831001 000000,0.0,84.0,90.0,81.0,Senegal
19831001 000000,1.26,81.0,87.0,71.0,Senegal
19831001 000000,,72.0,81.0,61.0,Egypt
19831001 000000,0.0,,,,Angola
19831001 000000,0.0,95.0,107.0,83.0,Senegal
19831001 000000,,85.0,102.0,,Senegal
19831001 000000,0.0,,90.0,70.0,Senegal
19831001 000000,,85.0,102.0,72.0,Cameroon
19831001 000000,,83.0,90.0,,Senegal
19831001 000000,0.0,80.0,93.0,71.0,Senegal
19831001 000000,0.0,68.0,,61.0,Cameroon
19831001 000000,,82.0,96.0,67.0,Egypt
19831001 000000,,78.0,,73.0,Tunisia
19831001 000000,,93.0,108.0,82.0,Senegal
19831001 000000,,81.0,96.0,57.0,Egypt
19831001 000000,,74.0,,63.0,Tunisia
19831001 000000,0.75,78.0,85.0,72.0,Cameroon
19831001 000000,,85.0,94.0,76.0,Senegal
19831001 000000,0.0,71.0,81.0,60.0,Tunisia
19831001 000000,,81.0,92.0,70.0,Cameroon
19831001 000000,0.59,80.0,92.0,72.0,Senegal
19831001 000000,0.01,82.0,94.0,73.0,Senegal
19831001 000000,,74.0,83.0,,Egypt
19831001 000000,0.08,73.0,85.0,63.0,Tunisia
19831001 000000,0.0,71.0,82.0,,Tunisia
19831001 000000,0.0,93.0,106.0,80.0,Senegal
19831002 000000,,88.0,95.0,79.0,Senegal
19831002 000000,,88.0,102.0,80.0,Senegal
19831002 000000,,69.0,76.0,,Tunisia
19831002 000000,,87.0,108.0,82.0,Senegal
19831002 000000,0.51,71.0,,62.0,Tunisia
19831002 000000,,97.0,,82.0,Senegal
19831002 000000,,83.0,96.0,77.0,Senegal
19831002 000000,,75.0,83.0,64.0,Egypt
19831002 000000,,88.0,104.0,78.0,Senegal
19831002 000000,0.24,76.0,82.0,75.0,Cameroon
19831002 000000,,74.0,83.0,61.0,Egypt
19831002 000000,0.0,,99.0,77.0,Senegal
19831002 000000,,94.0,110.0,81.0,Senegal
19831002 000000,0.0,70.0,80.0,63.0,Tunisia
19831002 000000,0.08,69.0,72.0,65.0,Tunisia
19831002 000000,0.01,87.0,97.0,78.0,Senegal
19831002 000000,,82.0,91.0,77.0,Senegal
19831002 000000,0.02,82.0,91.0,76.0,Senegal
19831002 000000,0.02,73.0,81.0,65.0,Tunisia
19831002 000000,,83.0,,,Egypt
19831002 000000,,81.0,,75.0,Cameroon
19831002 000000,0.0,,,,Angola
19831002 000000,,75.0,,72.0,Cameroon
19831002 000000,0.0,85.0,90.0,,Senegal
19831002 000000,,80.0,94.0,69.0,Egypt
19831002 000000,,70.0,,62.0,Cameroon
19831002 000000,,85.0,95.0,77.0,Senegal
19831003 000000,0.0,72.0,79.0,,Tunisia
19831003 000000,0.91,80.0,92.0,69.0,Senegal
19831003 000000,,87.0,93.0,82.0,Senegal
19831003 000000,,88.0,96.0,78.0,Senegal
19831003 000000,,75.0,82.0,,Egypt
19831003 000000,,70.0,78.0,63.0,Tunisia
19831003 000000,,76.0,90.0,61.0,Egypt
19831003 000000,,83.0,89.0,80.0,Senegal
19831003 000000,,86.0,98.0,76.0,Senegal
19831003 000000,0.94,75.0,81.0,73.0,Cameroon
19831003 000000,0.24,73.0,,,Tunisia
19831003 000000,0.0,,,,Angola
19831003 000000,,76.0,,61.0,Egypt
19831003 000000,0.0,89.0,99.0,78.0,Senegal
19831003 000000,,93.0,103.0,83.0,Senegal
19831003 000000,,70.0,84.0,64.0,Cameroon
19831003 000000,0.0,,97.0,77.0,Senegal
19831003 000000,0.35,68.0,78.0,62.0,Tunisia
19831003 000000,,84.0,,73.0,Cameroon
19831003 000000,,79.0,96.0,66.0,Egypt
19831003 000000,0.0,71.0,78.0,64.0,Tunisia
19831003 000000,,86.0,103.0,,Senegal
19831003 000000,,74.0,78.0,67.0,Egypt
19831003 000000,0.0,84.0,94.0,75.0,Senegal
19831003 000000,,94.0,104.0,84.0,Senegal
19831004 000000,0.0,71.0,80.0,64.0,Tunisia
19831004 000000,0.02,69.0,79.0,60.0,Tunisia
19831004 000000,,75.0,82.0,61.0,Egypt
19831004 000000,0.0,,,,Angola
19831004 000000,,73.0,80.0,68.0,Egypt
19831004 000000,,82.0,93.0,76.0,Senegal
19831004 000000,,88.0,98.0,72.0,Cameroon
19831004 000000,,84.0,,77.0,Senegal
19831004 000000,0.0,68.0,76.0,62.0,Tunisia
19831004 000000,0.55,77.0,,72.0,Cameroon
19831004 000000,0.0,83.0,91.0,76.0,Senegal
19831004 000000,,93.0,102.0,84.0,Senegal
19831004 000000,0.12,68.0,75.0,65.0,Tunisia
19831004 000000,,87.0,97.0,79.0,Senegal
19831004 000000,,72.0,77.0,67.0,Egypt
19831004 000000,,82.0,87.0,,Senegal
19831004 000000,,82.0,90.0,,Senegal
19831004 000000,,91.0,98.0,,Senegal
19831004 000000,,80.0,94.0,,Egypt
19831004 000000,,86.0,99.0,76.0,Senegal
19831004 000000,0.0,,93.0,78.0,Senegal
19831004 000000,,87.0,,80.0,Senegal
19831004 000000,,87.0,97.0,80.0,Senegal
19831004 000000,0.16,73.0,78.0,67.0,Tunisia
19831004 000000,0.0,69.0,85.0,,Cameroon
19831005 000000,0.0,,94.0,72.0,Senegal
19831005 000000,,74.0,,,Cameroon
19831005 000000,,72.0,84.0,,Egypt
19831005 000000,0.08,79.0,89.0,71.0,Senegal
19831005 000000,,75.0,86.0,64.0,Egypt
19831005 000000,,72.0,81.0,,Egypt
19831005 000000,,79.0,90.0,,Egypt
19831005 000000,,81.0,85.0,78.0,Senegal
19831005 000000,,87.0,,76.0,Cameroon
19831005 000000,0.75,75.0,,72.0,Senegal
19831005 000000,,85.0,94.0,73.0,Senegal
19831005 000000,,81.0,93.0,72.0,Senegal
19831005 000000,,85.0,96.0,74.0,Senegal
19831005 000000,,86.0,93.0,78.0,Senegal
19831005 000000,0.16,78.0,81.0,75.0,Tunisia
19831005 000000,,83.0,96.0,73.0,Senegal
19831005 000000,0.0,,,,Angola
19831005 000000,0.0,72.0,81.0,,Tunisia
19831005 000000,,74.0,82.0,56.0,Egypt
19831005 000000,,80.0,88.0,73.0,Senegal
19831005 000000,,86.0,97.0,,Senegal
19831005 000000,0.12,70.0,80.0,63.0,Tunisia
19831005 000000,0.04,82.0,96.0,72.0,Senegal
19831005 000000,0.0,73.0,,63.0,Tunisia
19831005 000000,0.08,70.0,83.0,59.0,Tunisia
19831005 000000,0.0,78.0,,74.0,Cameroon
19831005 000000,,75.0,,68.0,Egypt
19831005 000000,,83.0,93.0,76.0,Senegal
19831006 000000,0.0,,,,Angola
19831006 000000,,77.0,91.0,62.0,Egypt
19831006 000000,0.0,77.0,80.0,,Tunisia
19831006 000000,0.0,71.0,90.0,64.0,Tunisia
19831006 000000,,81.0,,73.0,Senegal
19831006 000000,0.0,72.0,79.0,63.0,Tunisia
19831006 000000,,83.0,,,Cameroon
19831006 000000,0.08,79.0,92.0,71.0,Senegal
19831006 000000,2.6,74.0,86.0,70.0,Cameroon
19831006 000000,0.0,83.0,92.0,75.0,Senegal
19831006 000000,,78.0,93.0,,Cameroon
19831006 000000,0.02,73.0,85.0,63.0,Tunisia
19831006 000000,,73.0,82.0,59.0,Egypt
19831006 000000,,76.0,81.0,71.0,Egypt
19831006 000000,,85.0,99.0,72.0,Senegal
19831006 000000,,86.0,97.0,73.0,Senegal
19831006 000000,,72.0,,63.0,Tunisia
19831006 000000,,70.0,82.0,59.0,Cameroon
19831006 000000,0.08,83.0,91.0,76.0,Senegal
19831006 000000,,85.0,100.0,76.0,Senegal
19831006 000000,,87.0,100.0,76.0,Senegal
19831006 000000,0.0,,97.0,73.0,Senegal
19831006 000000,,84.0,95.0,74.0,Senegal
19831006 000000,0.0,90.0,95.0,78.0,Senegal
19831006 000000,,76.0,,59.0,Egypt
19831006 000000,,82.0,86.0,78.0,Senegal
19831007 000000,0.0,72.0,78.0,66.0,Tunisia
19831007 000000,,91.0,,80.0,Senegal
19831007 000000,,76.0,81.0,68.0,Egypt
19831007 000000,0.0,70.0,78.0,63.0,Tunisia
19831007 000000,,84.0,,,Cameroon
19831007 000000,,83.0,,80.0,Senegal
19831007 000000,0.47,80.0,91.0,72.0,Senegal
19831007 000000,,82.0,,60.0,Egypt
19831007 000000,,81.0,,59.0,Egypt
19831007 000000,,80.0,94.0,54.0,Egypt
19831007 000000,,82.0,97.0,63.0,Egypt
19831007 000000,0.0,78.0,,,Cameroon
19831007 000000,,74.0,,,Cameroon
19831007 000000,,76.0,84.0,66.0,Egypt
19831007 000000,,90.0,,80.0,Senegal
19831007 000000,,86.0,95.0,77.0,Senegal
19831007 000000,,93.0,,82.0,Senegal
19831007 000000,0.0,70.0,80.0,63.0,Tunisia
19831007 000000,0.0,,,,Angola
19831007 000000,,93.0,104.0,79.0,Senegal
19831007 000000,,83.0,,,Senegal
19831007 000000,0.0,,97.0,75.0,Senegal
19831007 000000,0.0,68.0,,,Tunisia
19831007 000000,,91.0,,77.0,Senegal
19831007 000000,0.04,67.0,82.0,59.0,Tunisia
19831007 000000,0.0,85.0,93.0,69.0,Senegal
19831007 000000,0.0,85.0,,77.0,Senegal
19831008 000000,1.97,79.0,86.0,,Cameroon
19831008 000000,,78.0,96.0,55.0,Egypt
19831008 000000,0.08,71.0,80.0,60.0,Tunisia
19831008 000000,0.01,72.0,79.0,65.0,Tunisia
19831008 000000,,82.0,95.0,72.0,Senegal
19831008 000000,0.0,71.0,84.0,60.0,Tunisia
19831008 000000,0.2,70.0,80.0,61.0,Tunisia
19831008 000000,,87.0,106.0,79.0,Senegal
19831008 000000,0.0,,,,Angola
19831008 000000,0.0,82.0,96.0,74.0,Senegal
19831008 000000,,85.0,105.0,74.0,Senegal
19831008 000000,0.31,70.0,78.0,64.0,Tunisia
19831008 000000,,86.0,102.0,67.0,Egypt
19831008 000000,,84.0,109.0,79.0,Senegal
19831008 000000,,76.0,84.0,,Egypt
19831008 000000,,74.0,,,Egypt
19831008 000000,,83.0,97.0,67.0,Cameroon
19831008 000000,,91.0,108.0,81.0,Senegal
19831008 000000,,94.0,110.0,84.0,Senegal
19831008 000000,0.0,,102.0,80.0,Senegal
19831008 000000,,83.0,100.0,74.0,Senegal
19831008 000000,,75.0,94.0,,Egypt
19831008 000000,,73.0,84.0,62.0,Cameroon
